SET,IE PID,MMS ID,Title (DC),Identifier - Digital File Name (DC),Created - W 3 CDTF (DCTERMS),Is Part Of (DCTERMS)
2,IE603579,9911939963607636,Wallona Aritta [tattooed lady],mp019100,1910/1916,W.G. Alma conjuring collection. Postcards.
2,IE851312,9911943743607636,[Three Dutchmen on their journey round the world--- ],mp019116,1911/1917,W.G. Alma conjuring collection. Postcards.
2,IE736087,9911944063607636,"The Royal Besses O' the Barn Band, the finest in the world",mp019117,1906/1911,W.G. Alma conjuring collection. Postcards.
2,IE737046,9911947183607636,"Pelorus Jack, the only fish in the world protected by Act of Parliament",mp019118,1906/1911,W.G. Alma conjuring collection. Postcards.
2,IE758013,9911947543607636,"Christmas greetings from the Australian War Contingent Association, London 1916",mp019124,1913/1919,W.G. Alma conjuring collection. Postcards.
2,IE796264,9911947623607636,"Postcard [from soldiers on active service, World War I]",mp019125,1914/1918,W.G. Alma conjuring collection. Postcards.
2,IE743446,9911947593607636,Postcard - on active service,mp019126,1914/1918,W.G. Alma conjuring collection. Postcards.
2,IE841939,9911948493607636,Les Marechal midgets - Johnny J. Jones Exposition,mp019133,1901/1907,W.G. Alma conjuring collection. Postcards.
2,IE707852,9911794413607636,"Lewis Davenport, bewilderist",mp019201,1927/1933,W.G. Alma conjuring collection. Postcards.
2,IE796361,9911795303607636,De Biere - the sculptor's vision,mp019203,1900/1934,W.G. Alma conjuring collection. Postcards.
2,IE607934,9911795463607636,Remember Dornfeld the magical entertainer?,mp019207,1914/1918,W.G. Alma conjuring collection. Postcards.
2,IE846856,9911798633607636,[Christmas greeting postcard from Gogia Pasha],mp019229,1945,W.G. Alma conjuring collection. Postcards.
2,IE818505,9911798653607636,"Gogia Pasha, magician",mp019230,1942/1948,W.G. Alma conjuring collection. Postcards.
2,IE800415,9911798673607636,"[Postcard advertising Congr̬s Magique International, 1939]",mp019231,1939,W.G. Alma conjuring collection. Postcards.
2,IE764920,9911800013607636,[Horace Goldin puzzle card],mp019237,1900/1939,W.G. Alma conjuring collection. Postcards.
2,IE714160,9911913223607636,[Wilfrid Jonson],mp019253,1930/1939,W.G. Alma conjuring collection. Postcards.
2,IE733396,9911913373607636,[Fran-Klint],mp019254,1921/1927,W.G. Alma conjuring collection. Postcards.
2,IE736186,9911915113607636,[Fran-Klint],mp019255,1921/1927,W.G. Alma conjuring collection. Postcards.
2,IE770325,9911943383607636,[Just another one of those tricks],mp019267,1934/1940,W.G. Alma conjuring collection. Postcards.
2,IE1896765,9918754223607636,"Port Phillip Club Hotel, Flinders Street E., [Melbourne, Vic.]",pi008058,1876/1894,Holyhead collection of J. W. Lindt photographs.
2,IE1909025,9918753953607636,"Burston's Malthouse, Flinders Street E., [Melbourne, Vic.]",pi008056,1879/1888,Holyhead collection of J. W. Lindt photographs.
2,IE622785,9917764623607636,"The Flinders Street Baptist Church, Adelaide.",mp009118,1881-03-12,Illustrated newspaper file. Australasian sketcher.
2,IE641104,9916878033607636,"MESSRS DEGRAVES' FLOUR MILLS, FLINDERS STREET AND FLINDERS LANE EAST.",mp000681,1863-09-18,Illustrated newspaper file. Australian news for home readers
2,IE793456,9916978373607636,"MESSRS. PATERSON, RAY, PALMER AND CO.'S WAREHOUSE, LITTLE FLINDERS STREET.",mp003116,1873-04-22,Illustrated newspaper file. Illustrated Australian news for home readers
2,IE827864,9917666453607636,"THE METROPOLITAN GAS CO.'S NEW OFFICES, LITTLE FLINDERS STREET [Melbourne]",mp004738,1879-05-12,Illustrated newspaper file. Illustrated Australian news.
2,IE1125179,9918078903607636,[Edouin family members],nc001364,1870,Imaging 19th Century Victoria Digitising Project
2,IE1125224,9918006683607636,Bennett's Black Bull Hotel,nc001799,1861,Imaging 19th Century Victoria Digitising Project
2,IE1125227,9918097983607636,"Collingwood Rifles, Capt. Sprent, Officer Commanding",nc002026,1862,Imaging 19th Century Victoria Digitising Project
2,IE1125263,9918101693607636,Melbourne Hospital,nc002722,1885,Imaging 19th Century Victoria Digitising Project
2,IE1125347,9939659023707636,"Hawthorn Volunteer Fire Brigade, rear of Hawthorn Town Hall, June 30th 1891",nc001392,1891,Imaging 19th Century Victoria Digitising Project
2,IE1125395,9939654116507636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001063,1891,Imaging 19th Century Victoria Digitising Project
2,IE1125482,9917292053607636,Panorama of Melbourne in 1881 taken from the tower of the Law Courts,nc000675,1881,Imaging 19th Century Victoria Digitising Project
2,IE1125494,9939650438407636,Yorkshire Brewery Volunteer Fire Brigade presented to Captain W. J. Griffin,nc001029,1887,Imaging 19th Century Victoria Digitising Project
2,IE1125638,9918097963607636,First Encampment held in Melbourne at Werribee,nc002025,1861,Imaging 19th Century Victoria Digitising Project
2,IE1125851,9939670455507636,Presented to Captain Hugh Morris by the members of the Footscray Volunteer Fire Brigade,nc001767,1884,Imaging 19th Century Victoria Digitising Project
2,IE1125887,9939670301607636,Yorkshire Brewery Volunteer Fire Brigade presented to Captain W. J. Griffin,nc001028,1887,Imaging 19th Century Victoria Digitising Project
2,IE1125890,9939670301507636,"Hobart, Brisbane and surrounding landscape",nc002661,1872,Imaging 19th Century Victoria Digitising Project
2,IE1125974,9939661568907636,Yorkshire Brewery Volunteer Fire Brigade presented to Captain W. J. Griffin,nc001027,1887,Imaging 19th Century Victoria Digitising Project
2,IE1126109,9935541773607636,Photographs of indigenous people of Papua New Guinea.,nc002712,1870,Imaging 19th Century Victoria Digitising Project
2,IE1126295,9939658541607636,"Hobart, Brisbane and surrounding landscape",nc002656,1872,Imaging 19th Century Victoria Digitising Project
2,IE1126302,9939659022507636,Presented to Captain Hugh Morris by the members of the Footscray Volunteer Fire Brigade,nc001756,1884,Imaging 19th Century Victoria Digitising Project
2,IE1126319,9939650437507636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001070,1891,Imaging 19th Century Victoria Digitising Project
2,IE1126346,9939650559807636,Presented to Captain Hugh Morris by the members of the Footscray Volunteer Fire Brigade,nc001768,1884,Imaging 19th Century Victoria Digitising Project
2,IE1126394,9939661567507636,Presented to Captain Hugh Morris by the members of the Footscray Volunteer Fire Brigade,nc001771,1884,Imaging 19th Century Victoria Digitising Project
2,IE1126397,9939650721607636,General view Sunbury encampment,nc002019,1866,Imaging 19th Century Victoria Digitising Project
2,IE1126402,9918003423607636,"Congregational Church [Collins Street, Melbourne]",nc000124,1870,Imaging 19th Century Victoria Digitising Project
2,IE1126451,9918018693607636,Bourke Street from Parliament House,nc000375,1861,Imaging 19th Century Victoria Digitising Project
2,IE1126463,9918003263607636,Hotham Town Hall,nc000118,1878,Imaging 19th Century Victoria Digitising Project
2,IE1126577,9918005233607636,[Stage coach at Ringwood],nc000083,1881,Imaging 19th Century Victoria Digitising Project
2,IE1126610,9939659542107636,Members of the Law Institute of Victoria Council,nc001255,1896,Imaging 19th Century Victoria Digitising Project
2,IE1126688,9939653051207636,Butcher's Committee 1st Annual - Pic-nic 1876,nc003111,1876,Imaging 19th Century Victoria Digitising Project
2,IE1126697,9939655281207636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001087,1891,Imaging 19th Century Victoria Digitising Project
2,IE1126742,9939652202507636,"Hawthorn Volunteer Fire Brigade, rear of Hawthorn Town Hall, June 30th 1891",nc001399,1891,Imaging 19th Century Victoria Digitising Project
2,IE1126772,9939662893307636,Pioneers of the 8 hours movement 21st April 1856,nc000995,1856,Imaging 19th Century Victoria Digitising Project
2,IE1126781,9939662893207636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001081,1891,Imaging 19th Century Victoria Digitising Project
2,IE1126790,9939653503707636,Presented to Captain Hugh Morris by the members of the Footscray Volunteer Fire Brigade,nc001774,1884,Imaging 19th Century Victoria Digitising Project
2,IE1126823,9939650191607636,"Hawthorn Volunteer Fire Brigade, rear of Hawthorn Town Hall, June 30th 1891",nc001400,1891,Imaging 19th Century Victoria Digitising Project
2,IE1126832,9939650191507636,Presented to Captain Hugh Morris by the members of the Footscray Volunteer Fire Brigade,nc001764,1884,Imaging 19th Century Victoria Digitising Project
2,IE1126838,9939662890807636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001065,1891,Imaging 19th Century Victoria Digitising Project
2,IE1126862,9918097893607636,"Commissioned and Non-commissioned Officers, Sunbury Encampment",nc002023,1866,Imaging 19th Century Victoria Digitising Project
2,IE1126868,9939662890607636,"Hawthorn Volunteer Fire Brigade, rear of Hawthorn Town Hall, June 30th 1891",nc001395,1891,Imaging 19th Century Victoria Digitising Project
2,IE1126901,9918089303607636,Sir George Grey,nc002174,1870,Imaging 19th Century Victoria Digitising Project
2,IE1126919,9939660870807636,"Hobart, Brisbane and surrounding landscape",nc002671,1872,Imaging 19th Century Victoria Digitising Project
2,IE1127072,9939665720507636,Magdalen Asylum from Studley Park Hill,nc002708,1869,Imaging 19th Century Victoria Digitising Project
2,IE1127123,9918000773607636,Princes Bridge 1885,nc000175,1885,Imaging 19th Century Victoria Digitising Project
2,IE1127132,9918069683607636,"Ararat Fire Station, 1876",nc001317,1876,Imaging 19th Century Victoria Digitising Project
2,IE1127186,9939652865907636,Members of the Law Institute of Victoria Council,nc001256,1896,Imaging 19th Century Victoria Digitising Project
2,IE1127195,9918078043607636,"Victorian team, Bisley - 1897",nc001778,1897,Imaging 19th Century Victoria Digitising Project
2,IE1127213,9939663842907636,Butcher's Committee 1st Annual - Pic-nic 1876,nc003114,1876,Imaging 19th Century Victoria Digitising Project
2,IE1127255,9939663841907636,Presented to Captain Hugh Morris by the members of the Footscray Volunteer Fire Brigade,nc001766,1884,Imaging 19th Century Victoria Digitising Project
2,IE1127327,9939656903807636,Butcher's Committee 1st Annual - Pic-nic 1876,nc003107,1876,Imaging 19th Century Victoria Digitising Project
2,IE1127359,9939662892007636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001083,1891,Imaging 19th Century Victoria Digitising Project
2,IE1127355,9918089533607636,[Unidentified man dressed as a jockey],nc002183,1861,Imaging 19th Century Victoria Digitising Project
2,IE1127372,9939665716107636,Butcher's Committee 1st Annual - Pic-nic 1876,nc003101,1876,Imaging 19th Century Victoria Digitising Project
2,IE1127417,9939651144507636,"Hobart, Brisbane and surrounding landscape",nc002666,1872,Imaging 19th Century Victoria Digitising Project
2,IE1127444,9939651143607636,Pioneers of the 8 hours movement 21st April 1856,nc000946,1856,Imaging 19th Century Victoria Digitising Project
2,IE1127459,9939651143107636,Yorkshire Brewery Volunteer Fire Brigade presented to Captain W. J. Griffin,nc001025,1887,Imaging 19th Century Victoria Digitising Project
2,IE1127469,9939648512007636,Yorkshire Brewery Volunteer Fire Brigade presented to Captain W. J. Griffin,nc001017,1887,Imaging 19th Century Victoria Digitising Project
2,IE1127492,9918008603607636,Construction work at Flinders Street Station,nc000386,1887/1893,Imaging 19th Century Victoria Digitising Project
2,IE1127552,9939652488707636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001076,1891,Imaging 19th Century Victoria Digitising Project
2,IE1127573,9939652287007636,Pioneers of the 8 hours movement 21st April 1856,nc000972,1856,Imaging 19th Century Victoria Digitising Project
2,IE1127621,9939652286707636,"The pioneers of Burnley, Richmond 1891",nc000941,1891,Imaging 19th Century Victoria Digitising Project
2,IE1127636,9918008733607636,Construction of Flinders Street viaduct,nc000384,1887/1893,Imaging 19th Century Victoria Digitising Project
2,IE1127642,9939652286607636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001084,1891,Imaging 19th Century Victoria Digitising Project
2,IE1127678,9939652286407636,Royal Commission for Victoria Tasmanian National Exhibition 1894-5,nc001041,1895,Imaging 19th Century Victoria Digitising Project
2,IE1127687,9939652286307636,"Metropolitan Intercolonial Exhibition, Sydney 1873",nc000835,1873,Imaging 19th Century Victoria Digitising Project
2,IE1127702,9939662891907636,Yorkshire Brewery Volunteer Fire Brigade presented to Captain W. J. Griffin,nc001019,1887,Imaging 19th Century Victoria Digitising Project
2,IE1127777,9939664098407636,Royal Commission for Victoria Tasmanian National Exhibition 1894-5,nc001040,1895,Imaging 19th Century Victoria Digitising Project
2,IE1127870,9918024633607636,Looking east along Lonsdale St. from Queen St.,nc000621,1869,Imaging 19th Century Victoria Digitising Project
2,IE1127879,9918052013607636,Weltausstellung in Wien 1873,nc000833,1873,Imaging 19th Century Victoria Digitising Project
2,IE1128059,9939662739307636,Royal Commission for Victoria Tasmanian National Exhibition 1894-5,nc001037,1895,Imaging 19th Century Victoria Digitising Project
2,IE1128071,9939667831807636,Presented to Captain Hugh Morris by the members of the Footscray Volunteer Fire Brigade,nc001772,1884,Imaging 19th Century Victoria Digitising Project
2,IE1128101,9939662889907636,"Hawthorn Volunteer Fire Brigade, rear of Hawthorn Town Hall, June 30th 1891",nc001401,1891,Imaging 19th Century Victoria Digitising Project
2,IE1128122,9939662889707636,Presented to G. Butlin on disbandment of the Footscray Volunteer Fire Brigade,nc001066,1891,Imaging 19th Century Victoria Digitising Project
2,IE1128155,9918000683607636,Laying foundation stone of the new Prince's Bridge,nc000173,1886,Imaging 19th Century Victoria Digitising Project
2,IE1128182,9939662889207636,Pioneers of the 8 hours movement 21st April 1856,nc000976,1856,Imaging 19th Century Victoria Digitising Project
2,IE1128186,9939662889107636,Yorkshire Brewery Volunteer Fire Brigade presented to Captain W. J. Griffin,nc001030,1887,Imaging 19th Century Victoria Digitising Project
2,IE1128248,9939653442107636,"The pioneers of Burnley, Richmond 1891",nc000944,1891,Imaging 19th Century Victoria Digitising Project
2,IE1128323,9939667831507636,Pioneers of the 8 hours movement 21st April 1856,nc000948,1856,Imaging 19th Century Victoria Digitising Project
