IE PID,MMS ID,Title (DC),Created - W 3 CDTF (DCTERMS),Is Part Of (DCTERMS),palettes,pal_1,pal_2,pal_3,pal_4,pal_5,alma_title,alma_title_statement,alma_summary,alma_p950,ner,pos
IE1530823,9916716513607636,"Diggers Hut Forest Creek, 1852 /",1872,Gill's Gold Fields of Victoria during 1852 & 3 comprising fifty original gold sketches ;,"[[130, 105, 76], [185, 155, 117], [218, 186, 150], [236, 212, 183], [252, 247, 240]]","[130, 105, 76]","[185, 155, 117]","[218, 186, 150]","[236, 212, 183]","[252, 247, 240]","Diggers Hut Forest Creek, 1852 /","Diggers Hut Forest Creek, 1852 /","Shows a bearded man smoking a pipe, with his wife who is holding a baby.  They stand in front of a fire at which the digger is warming his hands. Their hut, of adzed planks and a bark roof held in place with poles, has a canvas curtain instead of a door.  A fierce terrier has half a barrell as a kennel in the background.",,"['Span[0:5]: ""[\'Diggers Hut Forest Creek"" → WORK_OF_ART (0.7703)', 'Span[6:7]: ""1852"" → CARDINAL (0.7288)', 'Span[9:14]: ""\'Diggers Hut Forest Creek"" → WORK_OF_ART (0.8261)', 'Span[15:16]: ""1852"" → CARDINAL (0.4826)', 'Span[4:5]: ""half"" → CARDINAL (0.6879)']","Sentence[97]: ""['Diggers Hut Forest Creek, 1852 /', 'Diggers Hut Forest Creek, 1852 /', 'Shows a bearded man smoking a pipe, with his wife who is holding a baby.  They stand in front of a fire at which the digger is warming his hands. Their hut, of adzed planks and a bark roof held in place with poles, has a canvas curtain instead of a door.  A fierce terrier has half a barrell as a kennel in the background.', 'n/a']"" → [""['""/``, ""Diggers""/NNP, ""Hut""/NNP, ""Forest""/NNP, ""Creek""/NNP, "",""/,, ""1852""/CD, ""/'""/NFP, "",""/,, ""'""/'', ""Diggers""/NNP, ""Hut""/NNP, ""Forest""/NNP, ""Creek""/NNP, "",""/,, ""1852""/CD, ""/'""/NFP, "",""/,, ""'""/'', ""Shows""/VBZ, ""a""/DT, ""bearded""/JJ, ""man""/NN, ""smoking""/VBG, ""a""/DT, ""pipe""/NN, "",""/,, ""with""/IN, ""his""/PRP$, ""wife""/NN, ""who""/WP, ""is""/VBZ, ""holding""/VBG, ""a""/DT, ""baby""/NN, "".""/,, ""They""/PRP, ""stand""/VBP, ""in""/IN, ""front""/NN, ""of""/IN, ""a""/DT, ""fire""/NN, ""at""/IN, ""which""/WDT, ""the""/DT, ""digger""/NN, ""is""/VBZ, ""warming""/VBG, ""his""/PRP$, ""hands""/NNS, "".""/,, ""Their""/PRP$, ""hut""/NN, "",""/,, ""of""/IN, ""adzed""/VBN, ""planks""/NNS, ""and""/CC, ""a""/DT, ""bark""/NN, ""roof""/NN, ""held""/VBN, ""in""/IN, ""place""/NN, ""with""/IN, ""poles""/NNS, "",""/,, ""has""/VBZ, ""a""/DT, ""canvas""/NN, ""curtain""/NN, ""instead""/RB, ""of""/IN, ""a""/DT, ""door""/NN, "".""/,, ""A""/DT, ""fierce""/JJ, ""terrier""/NN, ""has""/VBZ, ""half""/PDT, ""a""/DT, ""barrell""/NN, ""as""/IN, ""a""/DT, ""kennel""/NN, ""in""/IN, ""the""/DT, ""background.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/NN, ""/""/,, ""a""/NN, ""']""/'']"
IE1530948,9923878613607636,"Iron Bark & Digger's tent, Eagle Hawk 1852 /",1872,Gill's Gold Fields of Victoria during 1852 & 3 comprising fifty original gold sketches ;,"[[120, 95, 65], [162, 143, 103], [200, 176, 137], [220, 201, 171], [234, 229, 218]]","[120, 95, 65]","[162, 143, 103]","[200, 176, 137]","[220, 201, 171]","[234, 229, 218]","Iron Bark & Digger's tent, Eagle Hawk 1852 /","Iron Bark & Digger's tent, Eagle Hawk 1852 /","Dirt road, with a tent in the middle distance.  Beside it, a woman cooks on an open fire.  Beyond, digging is in progress.",,"['Span[1:6]: ""Iron Bark & Digger\'s"" → ORG (0.8255)', 'Span[8:11]: ""Eagle Hawk 1852"" → PRODUCT (0.4692)', 'Span[14:19]: ""Iron Bark & Digger\'s"" → ORG (0.7400)', 'Span[21:24]: ""Eagle Hawk 1852"" → FAC (0.5299)']","Sentence[62]: ""[""Iron Bark & Digger's tent, Eagle Hawk 1852 /"", ""Iron Bark & Digger's tent, Eagle Hawk 1852 /"", 'Dirt road, with a tent in the middle distance.  Beside it, a woman cooks on an open fire.  Beyond, digging is in progress.', 'n/a']"" → [""[""""/``, ""Iron""/NNP, ""Bark""/NNP, ""&""/CC, ""Digger""/NNP, ""'s""/POS, ""tent""/NN, "",""/,, ""Eagle""/NNP, ""Hawk""/NNP, ""1852""/CD, ""/""""/NFP, "",""/,, """"""/``, ""Iron""/NNP, ""Bark""/NNP, ""&""/CC, ""Digger""/NNP, ""'s""/POS, ""tent""/NN, "",""/,, ""Eagle""/NNP, ""Hawk""/NNP, ""1852""/CD, ""/""""/NFP, "",""/,, ""'""/'', ""Dirt""/NN, ""road""/NN, "",""/,, ""with""/IN, ""a""/DT, ""tent""/NN, ""in""/IN, ""the""/DT, ""middle""/JJ, ""distance""/NN, "".""/,, ""Beside""/IN, ""it""/PRP, "",""/,, ""a""/DT, ""woman""/NN, ""cooks""/VBZ, ""on""/IN, ""an""/DT, ""open""/JJ, ""fire""/NN, "".""/,, ""Beyond""/IN, "",""/,, ""digging""/VBG, ""is""/VBZ, ""in""/IN, ""progress.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/SYM, ""a""/NN, ""']""/'']"
IE1531639,9923878553607636,Improvident digger in Melbourne 1853 /,1872,Gill's Gold Fields of Victoria during 1852 & 3 comprising fifty original gold sketches ;,"[[78, 69, 55], [153, 130, 100], [187, 162, 130], [218, 193, 160], [233, 219, 196]]","[78, 69, 55]","[153, 130, 100]","[187, 162, 130]","[218, 193, 160]","[233, 219, 196]",Improvident digger in Melbourne 1853 /,Improvident digger in Melbourne 1853 /,"Depicts a successful digger in front of a jewellery shop window.  He is wearing an outlandish costume of riding boots, corduroy breeches, a loud red check shirt and a black top hat.  He carries a bottle of champagne under one arm and is smoking a cigar.",,"['Span[4:5]: ""Melbourne"" → GPE (0.7220)', 'Span[5:6]: ""1853"" → DATE (0.6792)', 'Span[12:14]: ""Melbourne 1853"" → WORK_OF_ART (0.6206)']","Sentence[74]: ""['Improvident digger in Melbourne 1853 /', 'Improvident digger in Melbourne 1853 /', 'Depicts a successful digger in front of a jewellery shop window.  He is wearing an outlandish costume of riding boots, corduroy breeches, a loud red check shirt and a black top hat.  He carries a bottle of champagne under one arm and is smoking a cigar.', 'n/a']"" → [""['""/``, ""Improvident""/JJ, ""digger""/NN, ""in""/IN, ""Melbourne""/NNP, ""1853""/CD, ""/'""/NFP, "",""/,, ""'""/'', ""Improvident""/JJ, ""digger""/NN, ""in""/IN, ""Melbourne""/NNP, ""1853""/CD, ""/'""/NFP, "",""/,, ""'""/'', ""Depicts""/VBZ, ""a""/DT, ""successful""/JJ, ""digger""/NN, ""in""/IN, ""front""/NN, ""of""/IN, ""a""/DT, ""jewellery""/NN, ""shop""/NN, ""window""/NN, "".""/., ""He""/PRP, ""is""/VBZ, ""wearing""/VBG, ""an""/DT, ""outlandish""/JJ, ""costume""/NN, ""of""/IN, ""riding""/NN, ""boots""/NNS, "",""/,, ""corduroy""/NN, ""breeches""/NNS, "",""/,, ""a""/DT, ""loud""/JJ, ""red""/JJ, ""check""/NN, ""shirt""/NN, ""and""/CC, ""a""/DT, ""black""/JJ, ""top""/NN, ""hat""/NN, "".""/,, ""He""/PRP, ""carries""/VBZ, ""a""/DT, ""bottle""/NN, ""of""/IN, ""champagne""/NN, ""under""/IN, ""one""/CD, ""arm""/NN, ""and""/CC, ""is""/VBZ, ""smoking""/VBG, ""a""/DT, ""cigar.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/CD, ""/""/SYM, ""a""/NN, ""']""/'']"
IE1531655,9916716423607636,"The newly arrived inquiring, 1852 /",1872,Gill's Gold Fields of Victoria during 1852 & 3 comprising fifty original gold sketches ;,"[[134, 112, 94], [206, 168, 138], [230, 201, 177], [239, 231, 225], [251, 247, 244]]","[134, 112, 94]","[206, 168, 138]","[230, 201, 177]","[239, 231, 225]","[251, 247, 244]","The newly arrived inquiring, 1852 /","The newly arrived inquiring, 1852 /",Shows a digger down a small hole being quizzed by a new arrival on the goldfields.,,"['Span[6:7]: ""1852"" → DATE (0.7262)', 'Span[15:16]: ""1852"" → CARDINAL (0.5663)']","Sentence[42]: ""['The newly arrived inquiring, 1852 /', 'The newly arrived inquiring, 1852 /', 'Shows a digger down a small hole being quizzed by a new arrival on the goldfields.', 'n/a']"" → [""['""/``, ""The""/DT, ""newly""/RB, ""arrived""/VBN, ""inquiring""/NN, "",""/,, ""1852""/CD, ""/'""/NFP, "",""/,, ""'""/'', ""The""/DT, ""newly""/RB, ""arrived""/VBN, ""inquiring""/NN, "",""/,, ""1852""/CD, ""/'""/NFP, "",""/,, ""'""/'', ""Shows""/VBZ, ""a""/DT, ""digger""/NN, ""down""/IN, ""a""/DT, ""small""/JJ, ""hole""/NN, ""being""/VBG, ""quizzed""/VBN, ""by""/IN, ""a""/DT, ""new""/JJ, ""arrival""/NN, ""on""/IN, ""the""/DT, ""goldfields.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/NNP, ""/""/,, ""a""/DT, ""']""/'']"
IE1279728,9916562193607636,Great Meeting of Gold Diggers Dec15th 1851,1851,Ham's view of the goldfields.,"[[110, 103, 86], [145, 134, 113], [170, 157, 134], [191, 177, 152], [205, 194, 174]]","[110, 103, 86]","[145, 134, 113]","[170, 157, 134]","[191, 177, 152]","[205, 194, 174]",Great Meeting of Gold Diggers Dec15th 1851,Great Meeting of Gold Diggers Dec15th 1851,"Shows a meeting of gold diggers on the Mt. Alexander Goldfields, near Bendigo in 1851.",,"['Span[11:18]: ""Great Meeting of Gold Diggers Dec15th 1851"" → WORK_OF_ART (0.8860)', 'Span[28:32]: ""the Mt. Alexander Goldfields"" → FAC (0.5741)', 'Span[34:35]: ""Bendigo"" → GPE (0.9944)', 'Span[36:37]: ""1851."" → DATE (0.9916)']","Sentence[44]: ""['Great Meeting of Gold Diggers Dec15th 1851', 'Great Meeting of Gold Diggers Dec15th 1851', 'Shows a meeting of gold diggers on the Mt. Alexander Goldfields, near Bendigo in 1851.', 'n/a']"" → [""['""/``, ""Great""/JJ, ""Meeting""/NN, ""of""/IN, ""Gold""/JJ, ""Diggers""/NNS, ""Dec15th""/NNP, ""1851""/CD, ""'""/'', "",""/,, ""'""/'', ""Great""/JJ, ""Meeting""/NNP, ""of""/IN, ""Gold""/NNP, ""Diggers""/NNPS, ""Dec15th""/NNP, ""1851""/CD, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""a""/DT, ""meeting""/NN, ""of""/IN, ""gold""/JJ, ""diggers""/NNS, ""on""/IN, ""the""/DT, ""Mt.""/NNP, ""Alexander""/NNP, ""Goldfields""/NNP, "",""/,, ""near""/IN, ""Bendigo""/NNP, ""in""/IN, ""1851.""/CD, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/SYM, ""a""/NN, ""']""/'']"
IE1386529,9923122123607636,"Golden Point, Ballarat, 1851",1851,Ham's views of the gold fields,"[[104, 98, 73], [152, 139, 106], [192, 169, 131], [207, 197, 172], [230, 214, 187]]","[104, 98, 73]","[152, 139, 106]","[192, 169, 131]","[207, 197, 172]","[230, 214, 187]","Golden Point, Ballarat, 1851","Golden Point, Ballarat, 1851","Shows gold fields dotted with tents, miners and trees, with mountains in the distance.",,"['Span[1:3]: ""Golden Point"" → WORK_OF_ART (0.6684)', 'Span[4:5]: ""Ballarat"" → GPE (0.6493)', 'Span[6:7]: ""1851"" → CARDINAL (0.6897)', 'Span[10:12]: ""Golden Point"" → WORK_OF_ART (0.5552)', 'Span[13:14]: ""Ballarat"" → GPE (0.5188)', 'Span[15:16]: ""1851"" → DATE (0.6213)']","Sentence[42]: ""['Golden Point, Ballarat, 1851', 'Golden Point, Ballarat, 1851', 'Shows gold fields dotted with tents, miners and trees, with mountains in the distance.', 'n/a']"" → [""['""/``, ""Golden""/NNP, ""Point""/NNP, "",""/,, ""Ballarat""/NNP, "",""/,, ""1851""/CD, ""'""/'', "",""/,, ""'""/'', ""Golden""/NNP, ""Point""/NNP, "",""/,, ""Ballarat""/NNP, "",""/,, ""1851""/CD, ""'""/'', "",""/,, ""'""/'', ""Shows""/VBZ, ""gold""/NN, ""fields""/NNS, ""dotted""/VBN, ""with""/IN, ""tents""/NNS, "",""/,, ""miners""/NNS, ""and""/CC, ""trees""/NNS, "",""/,, ""with""/IN, ""mountains""/NNS, ""in""/IN, ""the""/DT, ""distance.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/FW, ""/""/SYM, ""a""/NN, ""']""/'']"
IE1500489,9923242723607636,"Golden Point, Mt. Alexander",1851,Ham's views of the gold fields,"[[58, 57, 56], [132, 122, 107], [175, 160, 141], [207, 190, 170], [221, 209, 195]]","[58, 57, 56]","[132, 122, 107]","[175, 160, 141]","[207, 190, 170]","[221, 209, 195]","Golden Point, Mt. Alexander","Golden Point, Mt. Alexander","Foreground view shows men constructing tent frame, with other miners pulling tent cover to place over frame. There are views of trees dotted over the landscape,  tents, and miners working on the goldfields",,"['Span[1:3]: ""Golden Point"" → WORK_OF_ART (0.4902)', 'Span[4:6]: ""Mt. Alexander"" → LOC (0.6823)', 'Span[9:11]: ""Golden Point"" → LOC (0.6412)', 'Span[12:14]: ""Mt. Alexander"" → LOC (0.6505)']","Sentence[61]: ""['Golden Point, Mt. Alexander', 'Golden Point, Mt. Alexander', 'Foreground view shows men constructing tent frame, with other miners pulling tent cover to place over frame. There are views of trees dotted over the landscape,  tents, and miners working on the goldfields', 'n/a']"" → [""['""/``, ""Golden""/NNP, ""Point""/NNP, "",""/,, ""Mt.""/NNP, ""Alexander""/NNP, ""'""/'', "",""/,, ""'""/'', ""Golden""/NNP, ""Point""/NNP, "",""/,, ""Mt.""/NNP, ""Alexander""/NNP, ""'""/'', "",""/,, ""'""/'', ""Foreground""/NNP, ""view""/NN, ""shows""/VBZ, ""men""/NNS, ""constructing""/VBG, ""tent""/NN, ""frame""/NN, "",""/,, ""with""/IN, ""other""/JJ, ""miners""/NNS, ""pulling""/VBG, ""tent""/NN, ""cover""/NN, ""to""/TO, ""place""/VB, ""over""/IN, ""frame""/NN, "".""/,, ""There""/EX, ""are""/VBP, ""views""/NNS, ""of""/IN, ""trees""/NNS, ""dotted""/VBN, ""over""/IN, ""the""/DT, ""landscape""/NN, "",""/,, ""tents""/NNS, "",""/,, ""and""/CC, ""miners""/NNS, ""working""/VBG, ""on""/IN, ""the""/DT, ""goldfields""/NNS, ""'""/'', "",""/,, ""'""/'', ""n""/NNP, ""/""/SYM, ""a""/NN, ""']""/'']"
IE1503867,9923242943607636,"Golden Point, Ballarat 1851",1851,Ham's views of the gold fields,"[[115, 107, 93], [154, 142, 125], [184, 170, 152], [205, 193, 178], [218, 208, 198]]","[115, 107, 93]","[154, 142, 125]","[184, 170, 152]","[205, 193, 178]","[218, 208, 198]","Golden Point, Ballarat  1851","Golden Point, Ballarat  1851","View shows goldfields scattered with tents, horses and trees, with hill rising above the fields in the distance.",,"['Span[1:6]: ""Golden Point, Ballarat  1851"" → WORK_OF_ART (0.5945)', 'Span[9:14]: ""Golden Point, Ballarat  1851"" → WORK_OF_ART (0.6070)']","Sentence[44]: ""['Golden Point, Ballarat  1851', 'Golden Point, Ballarat  1851', 'View shows goldfields scattered with tents, horses and trees, with hill rising above the fields in the distance.', 'n/a']"" → [""['""/``, ""Golden""/NNP, ""Point""/NNP, "",""/,, ""Ballarat""/NNP, ""1851""/CD, ""'""/'', "",""/,, ""'""/'', ""Golden""/NNP, ""Point""/NNP, "",""/,, ""Ballarat""/NNP, ""1851""/CD, ""'""/'', "",""/,, ""'""/'', ""View""/NN, ""shows""/VBZ, ""goldfields""/NNS, ""scattered""/VBN, ""with""/IN, ""tents""/NNS, "",""/,, ""horses""/NNS, ""and""/CC, ""trees""/NNS, "",""/,, ""with""/IN, ""hill""/NN, ""rising""/VBG, ""above""/IN, ""the""/DT, ""fields""/NNS, ""in""/IN, ""the""/DT, ""distance.""/NN, ""'""/'', "",""/,, ""'""/'', ""n""/CD, ""/""/SYM, ""a""/NN, ""']""/'']"
IE1504504,9923242633607636,"Forest Creek, Mt. Alexander",1851,Ham's views of the gold fields,"[[56, 54, 54], [130, 119, 104], [177, 161, 143], [212, 197, 182], [228, 218, 208]]","[56, 54, 54]","[130, 119, 104]","[177, 161, 143]","[212, 197, 182]","[228, 218, 208]","Forest Creek, Mt. Alexander","Forest Creek, Mt. Alexander","View of goldfield's landscape, showing gum trees, gold miners working on the site and tents dotted over landscape",,"['Span[1:3]: ""Forest Creek"" → LOC (0.5723)', 'Span[4:6]: ""Mt. Alexander"" → LOC (0.7250)', 'Span[9:11]: ""Forest Creek"" → LOC (0.6842)', 'Span[12:14]: ""Mt. Alexander"" → LOC (0.7209)']","Sentence[45]: ""['Forest Creek, Mt. Alexander', 'Forest Creek, Mt. Alexander', ""View of goldfield's landscape, showing gum trees, gold miners working on the site and tents dotted over landscape"", 'n/a']"" → [""['""/``, ""Forest""/NNP, ""Creek""/NNP, "",""/,, ""Mt.""/NNP, ""Alexander""/NNP, ""'""/'', "",""/,, ""'""/'', ""Forest""/NNP, ""Creek""/NNP, "",""/,, ""Mt.""/NNP, ""Alexander""/NNP, ""'""/'', "",""/,, """"""/``, ""View""/NN, ""of""/IN, ""goldfield""/NN, ""'s""/POS, ""landscape""/NN, "",""/,, ""showing""/VBG, ""gum""/NN, ""trees""/NNS, "",""/,, ""gold""/NN, ""miners""/NNS, ""working""/VBG, ""on""/IN, ""the""/DT, ""site""/NN, ""and""/CC, ""tents""/NNS, ""dotted""/VBN, ""over""/IN, ""landscape""/NN, """"""/'', "",""/,, ""'""/'', ""n""/NN, ""/""/,, ""a""/NN, ""']""/'']"
IE1383556,9939669747407636,"Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne",1930/1939,Harold Paynting collection.,"[[20, 20, 20], [73, 73, 73], [126, 126, 126], [179, 179, 179], [224, 224, 224]]","[20, 20, 20]","[73, 73, 73]","[126, 126, 126]","[179, 179, 179]","[224, 224, 224]","Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne","Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne","Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne",9921741663607636.0,"['Span[4:8]: ""the Metropolitan Gas Co."" → ORG (0.8342)', 'Span[9:10]: ""196"" → CARDINAL (0.8216)', 'Span[13:14]: ""Melbourne"" → GPE (0.9979)', 'Span[20:24]: ""the Metropolitan Gas Co."" → ORG (0.7470)', 'Span[25:26]: ""196"" → CARDINAL (0.9149)', 'Span[29:30]: ""Melbourne"" → GPE (0.9935)', 'Span[36:40]: ""the Metropolitan Gas Co."" → ORG (0.8231)', 'Span[41:44]: ""196 Flinders Street"" → FAC (0.6843)', 'Span[45:46]: ""Melbourne"" → GPE (0.9194)']","Sentence[51]: ""['Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne', 'Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne', 'Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne', '9921741663607636']"" → [""['""/``, ""Showroom""/NN, ""windows""/NNS, ""at""/IN, ""the""/DT, ""Metropolitan""/NNP, ""Gas""/NNP, ""Co.""/NNP, "",""/,, ""196""/CD, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, ""'""/'', "",""/,, ""'""/'', ""Showroom""/NN, ""windows""/NNS, ""at""/IN, ""the""/DT, ""Metropolitan""/NNP, ""Gas""/NNP, ""Co.""/NNP, "",""/,, ""196""/CD, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, ""'""/'', "",""/,, ""'""/'', ""Showroom""/NNP, ""windows""/NNS, ""at""/IN, ""the""/DT, ""Metropolitan""/NNP, ""Gas""/NNP, ""Co.""/NNP, "",""/,, ""196""/CD, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, ""'""/'', "",""/,, ""'""/'', ""9921741663607636""/CD, ""']""/'']"
IE1400030,9939668218407636,"Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne",1930/1939,Harold Paynting collection.,"[[20, 20, 20], [65, 65, 65], [111, 111, 111], [160, 160, 160], [206, 206, 206]]","[20, 20, 20]","[65, 65, 65]","[111, 111, 111]","[160, 160, 160]","[206, 206, 206]","Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne","Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne","Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne",9921741663607636.0,"['Span[4:8]: ""the Metropolitan Gas Co."" → ORG (0.8342)', 'Span[9:10]: ""196"" → CARDINAL (0.8216)', 'Span[13:14]: ""Melbourne"" → GPE (0.9979)', 'Span[20:24]: ""the Metropolitan Gas Co."" → ORG (0.7470)', 'Span[25:26]: ""196"" → CARDINAL (0.9149)', 'Span[29:30]: ""Melbourne"" → GPE (0.9935)', 'Span[36:40]: ""the Metropolitan Gas Co."" → ORG (0.8231)', 'Span[41:44]: ""196 Flinders Street"" → FAC (0.6843)', 'Span[45:46]: ""Melbourne"" → GPE (0.9194)']","Sentence[51]: ""['Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne', 'Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne', 'Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne', '9921741663607636']"" → [""['""/``, ""Showroom""/NN, ""windows""/NNS, ""at""/IN, ""the""/DT, ""Metropolitan""/NNP, ""Gas""/NNP, ""Co.""/NNP, "",""/,, ""196""/CD, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, ""'""/'', "",""/,, ""'""/'', ""Showroom""/NN, ""windows""/NNS, ""at""/IN, ""the""/DT, ""Metropolitan""/NNP, ""Gas""/NNP, ""Co.""/NNP, "",""/,, ""196""/CD, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, ""'""/'', "",""/,, ""'""/'', ""Showroom""/NNP, ""windows""/NNS, ""at""/IN, ""the""/DT, ""Metropolitan""/NNP, ""Gas""/NNP, ""Co.""/NNP, "",""/,, ""196""/CD, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, ""'""/'', "",""/,, ""'""/'', ""9921741663607636""/CD, ""']""/'']"
IE1400851,9939656170407636,"Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne",1930/1939,Harold Paynting collection.,"[[26, 26, 26], [68, 68, 68], [120, 120, 120], [166, 166, 166], [204, 204, 204]]","[26, 26, 26]","[68, 68, 68]","[120, 120, 120]","[166, 166, 166]","[204, 204, 204]","Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne","Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne","Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne",9921741663607636.0,"['Span[4:8]: ""the Metropolitan Gas Co."" → ORG (0.8342)', 'Span[9:10]: ""196"" → CARDINAL (0.8216)', 'Span[13:14]: ""Melbourne"" → GPE (0.9979)', 'Span[20:24]: ""the Metropolitan Gas Co."" → ORG (0.7470)', 'Span[25:26]: ""196"" → CARDINAL (0.9149)', 'Span[29:30]: ""Melbourne"" → GPE (0.9935)', 'Span[36:40]: ""the Metropolitan Gas Co."" → ORG (0.8231)', 'Span[41:44]: ""196 Flinders Street"" → FAC (0.6843)', 'Span[45:46]: ""Melbourne"" → GPE (0.9194)']","Sentence[51]: ""['Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne', 'Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne', 'Showroom windows at the Metropolitan Gas Co., 196 Flinders Street, Melbourne', '9921741663607636']"" → [""['""/``, ""Showroom""/NN, ""windows""/NNS, ""at""/IN, ""the""/DT, ""Metropolitan""/NNP, ""Gas""/NNP, ""Co.""/NNP, "",""/,, ""196""/CD, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, ""'""/'', "",""/,, ""'""/'', ""Showroom""/NN, ""windows""/NNS, ""at""/IN, ""the""/DT, ""Metropolitan""/NNP, ""Gas""/NNP, ""Co.""/NNP, "",""/,, ""196""/CD, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, ""'""/'', "",""/,, ""'""/'', ""Showroom""/NNP, ""windows""/NNS, ""at""/IN, ""the""/DT, ""Metropolitan""/NNP, ""Gas""/NNP, ""Co.""/NNP, "",""/,, ""196""/CD, ""Flinders""/NNP, ""Street""/NNP, "",""/,, ""Melbourne""/NNP, ""'""/'', "",""/,, ""'""/'', ""9921741663607636""/CD, ""']""/'']"
